
22/08/30 15:24:51 INFO client.RMProxy: Connecting to ResourceManager at emr-header-1.cluster-333708/192.168.0.11:8032
22/08/30 15:24:51 INFO yarn.GiraphYarnClient: Got node report from ASM for, nodeId=emr-worker-2.cluster-333708:35955, nodeAddress emr-worker-2.cluster-333708:8042, nodeRackName /default-rack, nodeNumContainers 0
22/08/30 15:24:51 INFO yarn.GiraphYarnClient: Got node report from ASM for, nodeId=emr-worker-99.cluster-333708:37332, nodeAddress emr-worker-99.cluster-333708:8042, nodeRackName /default-rack, nodeNumContainers 0
22/08/30 15:24:51 INFO yarn.GiraphYarnClient: Got node report from ASM for, nodeId=emr-worker-38.cluster-333708:35494, nodeAddress emr-worker-38.cluster-333708:8042, nodeRackName /default-rack, nodeNumContainers 0
22/08/30 15:24:51 INFO yarn.GiraphYarnClient: Got node report from ASM for, nodeId=emr-worker-142.cluster-333708:43141, nodeAddress emr-worker-142.cluster-333708:8042, nodeRackName /default-rack, nodeNumContainers 0
22/08/30 15:24:51 INFO yarn.GiraphYarnClient: Got node report from ASM for, nodeId=emr-worker-212.cluster-333708:33445, nodeAddress emr-worker-212.cluster-333708:8042, nodeRackName /default-rack, nodeNumContainers 0
22/08/30 15:24:51 INFO yarn.GiraphYarnClient: Got node report from ASM for, nodeId=emr-worker-52.cluster-333708:45432, nodeAddress emr-worker-52.cluster-333708:8042, nodeRackName /default-rack, nodeNumContainers 0
22/08/30 15:24:51 INFO yarn.GiraphYarnClient: Got node report from ASM for, nodeId=emr-worker-37.cluster-333708:37815, nodeAddress emr-worker-37.cluster-333708:8042, nodeRackName /default-rack, nodeNumContainers 0
22/08/30 15:24:51 INFO yarn.GiraphYarnClient: Got node report from ASM for, nodeId=emr-worker-174.cluster-333708:38192, nodeAddress emr-worker-174.cluster-333708:8042, nodeRackName /default-rack, nodeNumContainers 0
22/08/30 15:24:51 INFO yarn.GiraphYarnClient: Got node report from ASM for, nodeId=emr-worker-198.cluster-333708:46846, nodeAddress emr-worker-198.cluster-333708:8042, nodeRackName /default-rack, nodeNumContainers 0
22/08/30 15:24:51 INFO yarn.GiraphYarnClient: Got node report from ASM for, nodeId=emr-worker-9.cluster-333708:36797, nodeAddress emr-worker-9.cluster-333708:8042, nodeRackName /default-rack, nodeNumContainers 0
22/08/30 15:24:51 INFO yarn.GiraphYarnClient: Got node report from ASM for, nodeId=emr-worker-153.cluster-333708:35858, nodeAddress emr-worker-153.cluster-333708:8042, nodeRackName /default-rack, nodeNumContainers 0
22/08/30 15:24:51 INFO yarn.GiraphYarnClient: Got node report from ASM for, nodeId=emr-worker-39.cluster-333708:39205, nodeAddress emr-worker-39.cluster-333708:8042, nodeRackName /default-rack, nodeNumContainers 0
22/08/30 15:24:51 INFO yarn.GiraphYarnClient: Got node report from ASM for, nodeId=emr-worker-163.cluster-333708:42499, nodeAddress emr-worker-163.cluster-333708:8042, nodeRackName /default-rack, nodeNumContainers 0
22/08/30 15:24:51 INFO yarn.GiraphYarnClient: Got node report from ASM for, nodeId=emr-worker-152.cluster-333708:42228, nodeAddress emr-worker-152.cluster-333708:8042, nodeRackName /default-rack, nodeNumContainers 0
22/08/30 15:24:51 INFO yarn.GiraphYarnClient: Got node report from ASM for, nodeId=emr-worker-110.cluster-333708:42021, nodeAddress emr-worker-110.cluster-333708:8042, nodeRackName /default-rack, nodeNumContainers 0
22/08/30 15:24:51 INFO yarn.GiraphYarnClient: Got node report from ASM for, nodeId=emr-worker-156.cluster-333708:34907, nodeAddress emr-worker-156.cluster-333708:8042, nodeRackName /default-rack, nodeNumContainers 0
22/08/30 15:24:51 INFO yarn.GiraphYarnClient: Got node report from ASM for, nodeId=emr-worker-220.cluster-333708:46607, nodeAddress emr-worker-220.cluster-333708:8042, nodeRackName /default-rack, nodeNumContainers 0
22/08/30 15:24:51 INFO yarn.GiraphYarnClient: Got node report from ASM for, nodeId=emr-worker-5.cluster-333708:40523, nodeAddress emr-worker-5.cluster-333708:8042, nodeRackName /default-rack, nodeNumContainers 0
22/08/30 15:24:51 INFO yarn.GiraphYarnClient: Got node report from ASM for, nodeId=emr-worker-46.cluster-333708:40968, nodeAddress emr-worker-46.cluster-333708:8042, nodeRackName /default-rack, nodeNumContainers 0
22/08/30 15:24:51 INFO yarn.GiraphYarnClient: Got node report from ASM for, nodeId=emr-worker-17.cluster-333708:36583, nodeAddress emr-worker-17.cluster-333708:8042, nodeRackName /default-rack, nodeNumContainers 0
22/08/30 15:24:51 INFO yarn.GiraphYarnClient: Got node report from ASM for, nodeId=emr-worker-175.cluster-333708:43508, nodeAddress emr-worker-175.cluster-333708:8042, nodeRackName /default-rack, nodeNumContainers 0
22/08/30 15:24:51 INFO yarn.GiraphYarnClient: Got node report from ASM for, nodeId=emr-worker-181.cluster-333708:38238, nodeAddress emr-worker-181.cluster-333708:8042, nodeRackName /default-rack, nodeNumContainers 0
22/08/30 15:24:51 INFO yarn.GiraphYarnClient: Got node report from ASM for, nodeId=emr-worker-101.cluster-333708:38366, nodeAddress emr-worker-101.cluster-333708:8042, nodeRackName /default-rack, nodeNumContainers 0
22/08/30 15:24:51 INFO yarn.GiraphYarnClient: Got node report from ASM for, nodeId=emr-worker-147.cluster-333708:43699, nodeAddress emr-worker-147.cluster-333708:8042, nodeRackName /default-rack, nodeNumContainers 0
22/08/30 15:24:51 INFO yarn.GiraphYarnClient: Got node report from ASM for, nodeId=emr-worker-160.cluster-333708:40894, nodeAddress emr-worker-160.cluster-333708:8042, nodeRackName /default-rack, nodeNumContainers 0
22/08/30 15:24:51 INFO yarn.GiraphYarnClient: Got node report from ASM for, nodeId=emr-worker-91.cluster-333708:33756, nodeAddress emr-worker-91.cluster-333708:8042, nodeRackName /default-rack, nodeNumContainers 0
22/08/30 15:24:51 INFO yarn.GiraphYarnClient: Got node report from ASM for, nodeId=emr-worker-155.cluster-333708:43890, nodeAddress emr-worker-155.cluster-333708:8042, nodeRackName /default-rack, nodeNumContainers 0
22/08/30 15:24:51 INFO yarn.GiraphYarnClient: Got node report from ASM for, nodeId=emr-worker-78.cluster-333708:44694, nodeAddress emr-worker-78.cluster-333708:8042, nodeRackName /default-rack, nodeNumContainers 0
22/08/30 15:24:51 INFO yarn.GiraphYarnClient: Got node report from ASM for, nodeId=emr-worker-133.cluster-333708:38733, nodeAddress emr-worker-133.cluster-333708:8042, nodeRackName /default-rack, nodeNumContainers 0
22/08/30 15:24:51 INFO yarn.GiraphYarnClient: Got node report from ASM for, nodeId=emr-worker-137.cluster-333708:41334, nodeAddress emr-worker-137.cluster-333708:8042, nodeRackName /default-rack, nodeNumContainers 0
22/08/30 15:24:51 INFO yarn.GiraphYarnClient: Got node report from ASM for, nodeId=emr-worker-81.cluster-333708:46466, nodeAddress emr-worker-81.cluster-333708:8042, nodeRackName /default-rack, nodeNumContainers 0
22/08/30 15:24:51 INFO yarn.GiraphYarnClient: Got node report from ASM for, nodeId=emr-worker-193.cluster-333708:44840, nodeAddress emr-worker-193.cluster-333708:8042, nodeRackName /default-rack, nodeNumContainers 0
22/08/30 15:24:51 INFO yarn.GiraphYarnClient: Got node report from ASM for, nodeId=emr-worker-25.cluster-333708:38848, nodeAddress emr-worker-25.cluster-333708:8042, nodeRackName /default-rack, nodeNumContainers 0
22/08/30 15:24:51 INFO yarn.GiraphYarnClient: Got node report from ASM for, nodeId=emr-worker-115.cluster-333708:33080, nodeAddress emr-worker-115.cluster-333708:8042, nodeRackName /default-rack, nodeNumContainers 0
22/08/30 15:24:51 INFO yarn.GiraphYarnClient: Got node report from ASM for, nodeId=emr-worker-187.cluster-333708:38898, nodeAddress emr-worker-187.cluster-333708:8042, nodeRackName /default-rack, nodeNumContainers 0
22/08/30 15:24:51 INFO yarn.GiraphYarnClient: Got node report from ASM for, nodeId=emr-worker-72.cluster-333708:33780, nodeAddress emr-worker-72.cluster-333708:8042, nodeRackName /default-rack, nodeNumContainers 0
22/08/30 15:24:51 INFO yarn.GiraphYarnClient: Got node report from ASM for, nodeId=emr-worker-4.cluster-333708:38760, nodeAddress emr-worker-4.cluster-333708:8042, nodeRackName /default-rack, nodeNumContainers 0
22/08/30 15:24:51 INFO yarn.GiraphYarnClient: Got node report from ASM for, nodeId=emr-worker-208.cluster-333708:46151, nodeAddress emr-worker-208.cluster-333708:8042, nodeRackName /default-rack, nodeNumContainers 0
22/08/30 15:24:51 INFO yarn.GiraphYarnClient: Got node report from ASM for, nodeId=emr-worker-123.cluster-333708:37132, nodeAddress emr-worker-123.cluster-333708:8042, nodeRackName /default-rack, nodeNumContainers 0
22/08/30 15:24:51 INFO yarn.GiraphYarnClient: Got node report from ASM for, nodeId=emr-worker-104.cluster-333708:42476, nodeAddress emr-worker-104.cluster-333708:8042, nodeRackName /default-rack, nodeNumContainers 0
22/08/30 15:24:51 INFO yarn.GiraphYarnClient: Got node report from ASM for, nodeId=emr-worker-14.cluster-333708:40308, nodeAddress emr-worker-14.cluster-333708:8042, nodeRackName /default-rack, nodeNumContainers 0
22/08/30 15:24:51 INFO yarn.GiraphYarnClient: Got node report from ASM for, nodeId=emr-worker-57.cluster-333708:33871, nodeAddress emr-worker-57.cluster-333708:8042, nodeRackName /default-rack, nodeNumContainers 0
22/08/30 15:24:51 INFO yarn.GiraphYarnClient: Got node report from ASM for, nodeId=emr-worker-82.cluster-333708:38416, nodeAddress emr-worker-82.cluster-333708:8042, nodeRackName /default-rack, nodeNumContainers 0
22/08/30 15:24:51 INFO yarn.GiraphYarnClient: Got node report from ASM for, nodeId=emr-worker-16.cluster-333708:37071, nodeAddress emr-worker-16.cluster-333708:8042, nodeRackName /default-rack, nodeNumContainers 0
22/08/30 15:24:51 INFO yarn.GiraphYarnClient: Got node report from ASM for, nodeId=emr-worker-80.cluster-333708:41604, nodeAddress emr-worker-80.cluster-333708:8042, nodeRackName /default-rack, nodeNumContainers 0
22/08/30 15:24:51 INFO yarn.GiraphYarnClient: Got node report from ASM for, nodeId=emr-worker-36.cluster-333708:34735, nodeAddress emr-worker-36.cluster-333708:8042, nodeRackName /default-rack, nodeNumContainers 0
22/08/30 15:24:51 INFO yarn.GiraphYarnClient: Got node report from ASM for, nodeId=emr-worker-200.cluster-333708:42597, nodeAddress emr-worker-200.cluster-333708:8042, nodeRackName /default-rack, nodeNumContainers 0
22/08/30 15:24:51 INFO yarn.GiraphYarnClient: Got node report from ASM for, nodeId=emr-worker-84.cluster-333708:41323, nodeAddress emr-worker-84.cluster-333708:8042, nodeRackName /default-rack, nodeNumContainers 0
22/08/30 15:24:51 INFO yarn.GiraphYarnClient: Got node report from ASM for, nodeId=emr-worker-69.cluster-333708:33880, nodeAddress emr-worker-69.cluster-333708:8042, nodeRackName /default-rack, nodeNumContainers 0
22/08/30 15:24:51 INFO yarn.GiraphYarnClient: Got node report from ASM for, nodeId=emr-worker-71.cluster-333708:44791, nodeAddress emr-worker-71.cluster-333708:8042, nodeRackName /default-rack, nodeNumContainers 0
22/08/30 15:24:51 INFO yarn.GiraphYarnClient: Got node report from ASM for, nodeId=emr-worker-224.cluster-333708:34842, nodeAddress emr-worker-224.cluster-333708:8042, nodeRackName /default-rack, nodeNumContainers 0
22/08/30 15:24:51 INFO yarn.GiraphYarnClient: Got node report from ASM for, nodeId=emr-worker-205.cluster-333708:37959, nodeAddress emr-worker-205.cluster-333708:8042, nodeRackName /default-rack, nodeNumContainers 0
22/08/30 15:24:51 INFO yarn.GiraphYarnClient: Got node report from ASM for, nodeId=emr-worker-122.cluster-333708:36991, nodeAddress emr-worker-122.cluster-333708:8042, nodeRackName /default-rack, nodeNumContainers 0
22/08/30 15:24:51 INFO yarn.GiraphYarnClient: Got node report from ASM for, nodeId=emr-worker-157.cluster-333708:42839, nodeAddress emr-worker-157.cluster-333708:8042, nodeRackName /default-rack, nodeNumContainers 0
22/08/30 15:24:51 INFO yarn.GiraphYarnClient: Got node report from ASM for, nodeId=emr-worker-201.cluster-333708:40223, nodeAddress emr-worker-201.cluster-333708:8042, nodeRackName /default-rack, nodeNumContainers 0
22/08/30 15:24:51 INFO yarn.GiraphYarnClient: Got node report from ASM for, nodeId=emr-worker-185.cluster-333708:42794, nodeAddress emr-worker-185.cluster-333708:8042, nodeRackName /default-rack, nodeNumContainers 0
22/08/30 15:24:51 INFO yarn.GiraphYarnClient: Got node report from ASM for, nodeId=emr-worker-206.cluster-333708:35073, nodeAddress emr-worker-206.cluster-333708:8042, nodeRackName /default-rack, nodeNumContainers 0
22/08/30 15:24:51 INFO yarn.GiraphYarnClient: Got node report from ASM for, nodeId=emr-worker-23.cluster-333708:44261, nodeAddress emr-worker-23.cluster-333708:8042, nodeRackName /default-rack, nodeNumContainers 0
22/08/30 15:24:51 INFO yarn.GiraphYarnClient: Got node report from ASM for, nodeId=emr-worker-103.cluster-333708:35571, nodeAddress emr-worker-103.cluster-333708:8042, nodeRackName /default-rack, nodeNumContainers 0
22/08/30 15:24:51 INFO yarn.GiraphYarnClient: Got node report from ASM for, nodeId=emr-worker-171.cluster-333708:33162, nodeAddress emr-worker-171.cluster-333708:8042, nodeRackName /default-rack, nodeNumContainers 0
22/08/30 15:24:51 INFO yarn.GiraphYarnClient: Got node report from ASM for, nodeId=emr-worker-24.cluster-333708:43426, nodeAddress emr-worker-24.cluster-333708:8042, nodeRackName /default-rack, nodeNumContainers 0
22/08/30 15:24:51 INFO yarn.GiraphYarnClient: Got node report from ASM for, nodeId=emr-worker-182.cluster-333708:44720, nodeAddress emr-worker-182.cluster-333708:8042, nodeRackName /default-rack, nodeNumContainers 0
22/08/30 15:24:51 INFO yarn.GiraphYarnClient: Got node report from ASM for, nodeId=emr-worker-40.cluster-333708:34591, nodeAddress emr-worker-40.cluster-333708:8042, nodeRackName /default-rack, nodeNumContainers 0
22/08/30 15:24:51 INFO yarn.GiraphYarnClient: Got node report from ASM for, nodeId=emr-worker-118.cluster-333708:39177, nodeAddress emr-worker-118.cluster-333708:8042, nodeRackName /default-rack, nodeNumContainers 0
22/08/30 15:24:51 INFO yarn.GiraphYarnClient: Got node report from ASM for, nodeId=emr-worker-170.cluster-333708:43226, nodeAddress emr-worker-170.cluster-333708:8042, nodeRackName /default-rack, nodeNumContainers 0
22/08/30 15:24:51 INFO yarn.GiraphYarnClient: Got node report from ASM for, nodeId=emr-worker-15.cluster-333708:42980, nodeAddress emr-worker-15.cluster-333708:8042, nodeRackName /default-rack, nodeNumContainers 0
22/08/30 15:24:51 INFO yarn.GiraphYarnClient: Got node report from ASM for, nodeId=emr-worker-204.cluster-333708:46359, nodeAddress emr-worker-204.cluster-333708:8042, nodeRackName /default-rack, nodeNumContainers 0
22/08/30 15:24:51 INFO yarn.GiraphYarnClient: Got node report from ASM for, nodeId=emr-worker-188.cluster-333708:42274, nodeAddress emr-worker-188.cluster-333708:8042, nodeRackName /default-rack, nodeNumContainers 0
22/08/30 15:24:51 INFO yarn.GiraphYarnClient: Got node report from ASM for, nodeId=emr-worker-29.cluster-333708:43842, nodeAddress emr-worker-29.cluster-333708:8042, nodeRackName /default-rack, nodeNumContainers 0
22/08/30 15:24:51 INFO yarn.GiraphYarnClient: Got node report from ASM for, nodeId=emr-worker-20.cluster-333708:36405, nodeAddress emr-worker-20.cluster-333708:8042, nodeRackName /default-rack, nodeNumContainers 0
22/08/30 15:24:51 INFO yarn.GiraphYarnClient: Got node report from ASM for, nodeId=emr-worker-197.cluster-333708:40612, nodeAddress emr-worker-197.cluster-333708:8042, nodeRackName /default-rack, nodeNumContainers 0
22/08/30 15:24:51 INFO yarn.GiraphYarnClient: Got node report from ASM for, nodeId=emr-worker-194.cluster-333708:35976, nodeAddress emr-worker-194.cluster-333708:8042, nodeRackName /default-rack, nodeNumContainers 0
22/08/30 15:24:51 INFO yarn.GiraphYarnClient: Got node report from ASM for, nodeId=emr-worker-215.cluster-333708:43111, nodeAddress emr-worker-215.cluster-333708:8042, nodeRackName /default-rack, nodeNumContainers 0
22/08/30 15:24:51 INFO yarn.GiraphYarnClient: Got node report from ASM for, nodeId=emr-worker-164.cluster-333708:37735, nodeAddress emr-worker-164.cluster-333708:8042, nodeRackName /default-rack, nodeNumContainers 0
22/08/30 15:24:51 INFO yarn.GiraphYarnClient: Got node report from ASM for, nodeId=emr-worker-135.cluster-333708:38740, nodeAddress emr-worker-135.cluster-333708:8042, nodeRackName /default-rack, nodeNumContainers 0
22/08/30 15:24:51 INFO yarn.GiraphYarnClient: Got node report from ASM for, nodeId=emr-worker-119.cluster-333708:40403, nodeAddress emr-worker-119.cluster-333708:8042, nodeRackName /default-rack, nodeNumContainers 0
22/08/30 15:24:51 INFO yarn.GiraphYarnClient: Got node report from ASM for, nodeId=emr-worker-124.cluster-333708:46119, nodeAddress emr-worker-124.cluster-333708:8042, nodeRackName /default-rack, nodeNumContainers 0
22/08/30 15:24:51 INFO yarn.GiraphYarnClient: Got node report from ASM for, nodeId=emr-worker-136.cluster-333708:45589, nodeAddress emr-worker-136.cluster-333708:8042, nodeRackName /default-rack, nodeNumContainers 0
22/08/30 15:24:51 INFO yarn.GiraphYarnClient: Got node report from ASM for, nodeId=emr-worker-87.cluster-333708:34752, nodeAddress emr-worker-87.cluster-333708:8042, nodeRackName /default-rack, nodeNumContainers 0
22/08/30 15:24:51 INFO yarn.GiraphYarnClient: Got node report from ASM for, nodeId=emr-worker-151.cluster-333708:39621, nodeAddress emr-worker-151.cluster-333708:8042, nodeRackName /default-rack, nodeNumContainers 0
22/08/30 15:24:51 INFO yarn.GiraphYarnClient: Got node report from ASM for, nodeId=emr-worker-139.cluster-333708:33387, nodeAddress emr-worker-139.cluster-333708:8042, nodeRackName /default-rack, nodeNumContainers 0
22/08/30 15:24:51 INFO yarn.GiraphYarnClient: Got node report from ASM for, nodeId=emr-worker-42.cluster-333708:35961, nodeAddress emr-worker-42.cluster-333708:8042, nodeRackName /default-rack, nodeNumContainers 0
22/08/30 15:24:51 INFO yarn.GiraphYarnClient: Got node report from ASM for, nodeId=emr-worker-95.cluster-333708:46195, nodeAddress emr-worker-95.cluster-333708:8042, nodeRackName /default-rack, nodeNumContainers 0
22/08/30 15:24:51 INFO yarn.GiraphYarnClient: Got node report from ASM for, nodeId=emr-worker-180.cluster-333708:44271, nodeAddress emr-worker-180.cluster-333708:8042, nodeRackName /default-rack, nodeNumContainers 0
22/08/30 15:24:51 INFO yarn.GiraphYarnClient: Got node report from ASM for, nodeId=emr-worker-162.cluster-333708:44519, nodeAddress emr-worker-162.cluster-333708:8042, nodeRackName /default-rack, nodeNumContainers 0
22/08/30 15:24:51 INFO yarn.GiraphYarnClient: Got node report from ASM for, nodeId=emr-worker-61.cluster-333708:33774, nodeAddress emr-worker-61.cluster-333708:8042, nodeRackName /default-rack, nodeNumContainers 0
22/08/30 15:24:51 INFO yarn.GiraphYarnClient: Got node report from ASM for, nodeId=emr-worker-35.cluster-333708:45444, nodeAddress emr-worker-35.cluster-333708:8042, nodeRackName /default-rack, nodeNumContainers 0
22/08/30 15:24:51 INFO yarn.GiraphYarnClient: Got node report from ASM for, nodeId=emr-worker-3.cluster-333708:34354, nodeAddress emr-worker-3.cluster-333708:8042, nodeRackName /default-rack, nodeNumContainers 0
22/08/30 15:24:51 INFO yarn.GiraphYarnClient: Got node report from ASM for, nodeId=emr-worker-33.cluster-333708:43545, nodeAddress emr-worker-33.cluster-333708:8042, nodeRackName /default-rack, nodeNumContainers 0
22/08/30 15:24:51 INFO yarn.GiraphYarnClient: Got node report from ASM for, nodeId=emr-worker-195.cluster-333708:34314, nodeAddress emr-worker-195.cluster-333708:8042, nodeRackName /default-rack, nodeNumContainers 0
22/08/30 15:24:51 INFO yarn.GiraphYarnClient: Got node report from ASM for, nodeId=emr-worker-126.cluster-333708:43961, nodeAddress emr-worker-126.cluster-333708:8042, nodeRackName /default-rack, nodeNumContainers 0
22/08/30 15:24:51 INFO yarn.GiraphYarnClient: Got node report from ASM for, nodeId=emr-worker-131.cluster-333708:41613, nodeAddress emr-worker-131.cluster-333708:8042, nodeRackName /default-rack, nodeNumContainers 0
22/08/30 15:24:51 INFO yarn.GiraphYarnClient: Got node report from ASM for, nodeId=emr-worker-211.cluster-333708:45339, nodeAddress emr-worker-211.cluster-333708:8042, nodeRackName /default-rack, nodeNumContainers 0
22/08/30 15:24:51 INFO yarn.GiraphYarnClient: Got node report from ASM for, nodeId=emr-worker-27.cluster-333708:39554, nodeAddress emr-worker-27.cluster-333708:8042, nodeRackName /default-rack, nodeNumContainers 0
22/08/30 15:24:51 INFO yarn.GiraphYarnClient: Got node report from ASM for, nodeId=emr-worker-177.cluster-333708:33940, nodeAddress emr-worker-177.cluster-333708:8042, nodeRackName /default-rack, nodeNumContainers 0
22/08/30 15:24:51 INFO yarn.GiraphYarnClient: Got node report from ASM for, nodeId=emr-worker-70.cluster-333708:35255, nodeAddress emr-worker-70.cluster-333708:8042, nodeRackName /default-rack, nodeNumContainers 0
22/08/30 15:24:51 INFO yarn.GiraphYarnClient: Got node report from ASM for, nodeId=emr-worker-209.cluster-333708:33398, nodeAddress emr-worker-209.cluster-333708:8042, nodeRackName /default-rack, nodeNumContainers 0
22/08/30 15:24:51 INFO yarn.GiraphYarnClient: Got node report from ASM for, nodeId=emr-worker-21.cluster-333708:35898, nodeAddress emr-worker-21.cluster-333708:8042, nodeRackName /default-rack, nodeNumContainers 0
